"","거주지","성별","나이","혼인상태","주관적만족감","건강평가","흡연여부","음주여부","가정생활스트레스","일상생활스트레스","자살충동여부","자살충동이유","본인경제활동여부","배우자경제활동여부","가구소득"
"25746","대구","남자",63,2,1,3,2,1,3,3,2,NA,2,2,6
"25747","대구","여자",61,2,2,3,2,1,3,3,2,NA,2,NA,6
"25748","대구","남자",36,2,3,3,1,2,3,2,2,NA,1,2,3
"25749","대구","여자",32,2,3,3,2,1,2,2,2,NA,2,NA,3
"25752","대구","여자",70,3,2,3,2,2,3,3,2,NA,2,NA,1
"25753","대구","남자",61,2,3,3,2,1,3,3,2,NA,1,1,4
"25754","대구","여자",59,2,3,3,2,2,3,3,2,NA,1,NA,4
"25755","대구","남자",28,1,3,2,1,1,3,3,2,NA,1,NA,4
"25756","대구","남자",43,2,4,3,2,2,2,2,2,NA,1,1,4
"25757","대구","여자",41,2,4,2,2,1,2,3,2,NA,1,NA,4
"25760","대구","남자",51,2,4,3,2,1,3,2,2,NA,1,2,3
"25761","대구","여자",50,2,3,3,2,1,2,2,2,NA,2,NA,3
"25762","대구","남자",21,1,3,2,2,1,2,2,2,NA,2,NA,3
"25763","대구","여자",36,2,4,4,2,1,1,1,2,NA,1,1,5
"25764","대구","남자",36,2,2,3,2,1,3,3,2,NA,1,NA,5
"25766","대구","여자",61,3,3,3,2,2,3,2,2,NA,2,NA,5
"25767","대구","남자",59,2,3,3,2,1,3,3,2,NA,1,2,7
"25768","대구","여자",53,2,3,3,2,2,2,2,2,NA,2,NA,7
"25769","대구","여자",27,1,3,1,2,1,3,3,2,NA,1,NA,7
"25770","대구","남자",56,2,2,2,2,1,3,2,2,NA,1,2,8
"25771","대구","여자",52,2,4,3,2,2,1,2,1,5,2,NA,8
"25772","대구","남자",26,1,3,2,2,1,3,3,2,NA,1,NA,8
"25773","대구","남자",18,1,2,2,2,2,2,2,2,NA,2,NA,8
"25774","서울","남자",78,2,3,4,2,2,2,2,2,NA,1,2,2
"25775","서울","여자",75,2,1,3,2,2,4,4,2,NA,2,NA,2
"25776","서울","남자",61,2,3,3,1,1,4,3,2,NA,1,2,3
"25777","서울","여자",58,2,3,3,2,2,3,3,2,NA,2,NA,3
"25778","서울","여자",82,3,3,3,2,2,3,3,2,NA,2,NA,3
"25779","대구","여자",53,2,2,2,2,1,3,3,2,NA,1,1,4
"25780","대구","남자",28,1,3,2,2,1,3,3,2,NA,1,NA,4
"25781","대구","남자",64,2,3,2,2,2,3,3,2,NA,1,1,3
"25782","대구","여자",56,2,3,3,2,2,3,3,2,NA,1,NA,3
"25783","대구","여자",34,1,2,2,2,1,3,3,2,NA,1,NA,3
"25784","대구","남자",51,2,3,2,1,1,3,2,2,NA,1,2,3
"25785","대구","여자",49,2,2,3,2,2,3,2,2,NA,2,NA,3
"25786","대구","여자",22,1,2,2,2,1,3,3,2,NA,2,NA,3
"25787","대구","여자",74,3,3,4,2,2,3,3,2,NA,2,NA,2
"25788","대구","남자",28,1,2,2,2,2,3,3,2,NA,2,NA,2
"25789","대구","남자",62,2,1,1,2,1,3,3,2,NA,1,2,4
"25790","대구","여자",53,2,3,3,2,1,2,2,2,NA,2,NA,4
"25791","대구","여자",27,1,2,2,2,1,2,3,2,NA,1,NA,4
"25792","대구","여자",24,1,3,2,2,1,3,3,2,NA,2,NA,4
"25793","대구","남자",60,2,1,2,2,1,3,3,2,NA,1,2,5
"25794","대구","여자",57,2,4,3,2,1,2,2,2,NA,2,NA,5
"25795","대구","남자",28,1,4,3,2,1,4,2,1,4,1,NA,5
"25796","대구","남자",44,2,2,2,2,1,3,2,2,NA,1,2,4
"25797","대구","여자",41,2,1,2,2,1,2,2,2,NA,2,NA,4
"25798","대구","남자",14,1,2,2,2,2,2,2,2,NA,2,NA,4
"25799","대구","남자",67,2,2,3,2,2,2,2,2,NA,1,2,2
"25800","대구","여자",63,2,2,2,2,2,3,3,2,NA,2,NA,2
"25801","대구","남자",46,2,3,2,2,1,2,2,2,NA,1,1,7
"25802","대구","여자",40,2,3,2,2,1,2,2,2,NA,1,NA,7
"25803","대구","여자",14,1,3,2,2,2,3,3,2,NA,2,NA,7
"25804","대구","남자",79,2,3,3,2,2,3,3,2,NA,2,2,2
"25805","대구","여자",75,2,3,4,2,2,2,2,2,NA,2,NA,2
"25806","서울","남자",42,2,5,4,1,1,2,2,2,NA,1,1,5
"25807","서울","여자",42,2,3,3,2,2,3,2,2,NA,1,NA,5
"25808","대구","남자",53,2,2,3,2,1,3,2,2,NA,1,1,6
"25809","대구","여자",51,2,2,3,2,1,2,2,2,NA,1,NA,6
"25810","대구","여자",24,1,2,2,2,1,3,3,2,NA,2,NA,6
"25811","대구","남자",17,1,2,2,2,2,3,3,2,NA,2,NA,6
"25812","대구","남자",57,2,2,2,2,2,2,2,2,NA,1,1,8
"25813","대구","여자",52,2,4,2,2,2,2,2,2,NA,1,NA,8
"25814","대구","여자",22,1,2,1,2,2,2,3,2,NA,2,NA,8
"25815","대구","남자",45,2,2,3,2,1,3,2,2,NA,1,2,5
"25816","대구","여자",44,2,4,2,2,1,2,2,2,NA,2,NA,5
"25817","대구","여자",13,1,1,1,2,2,4,4,2,NA,2,NA,5
"25819","대구","남자",58,2,1,2,2,1,3,2,2,NA,1,1,8
"25820","대구","여자",54,2,2,4,2,2,4,3,2,NA,1,NA,8
"25821","대구","여자",29,1,2,1,2,1,3,2,2,NA,1,NA,8
"25822","대구","남자",27,1,2,2,2,1,3,3,2,NA,2,NA,8
"25823","대구","여자",55,2,2,2,2,2,3,3,2,NA,1,1,8
"25824","대구","남자",22,1,2,1,2,2,4,3,2,NA,1,NA,8
"25825","대구","남자",48,2,2,4,2,1,1,1,2,NA,1,2,6
"25826","대구","여자",46,2,1,4,2,2,1,1,1,5,2,NA,6
"25827","대구","남자",19,1,3,3,2,2,3,3,2,NA,2,NA,6
"25828","대구","남자",16,1,2,2,1,2,2,2,2,NA,2,NA,6
"25829","대구","남자",38,2,1,3,2,1,4,3,2,NA,1,1,8
"25830","대구","여자",36,2,2,3,2,1,3,3,2,NA,1,NA,8
"25832","대구","남자",49,2,2,3,1,1,3,2,2,NA,1,2,6
"25833","대구","여자",44,2,2,3,2,1,2,2,2,NA,2,NA,6
"25834","대구","여자",16,1,2,3,2,2,3,2,2,NA,2,NA,6
"25836","대구","남자",63,2,2,3,1,1,4,4,2,NA,2,2,4
"25837","대구","여자",59,2,3,3,2,1,4,4,2,NA,2,NA,4
"25838","대구","남자",51,2,2,2,2,1,2,2,1,5,1,1,7
"25839","대구","여자",50,2,1,2,2,1,2,2,2,NA,1,NA,7
"25840","대구","여자",23,1,4,3,2,1,4,3,2,NA,2,NA,7
"25841","서울","여자",28,1,4,2,2,1,3,2,2,NA,1,NA,3
"25842","서울","남자",62,2,4,2,2,1,4,3,2,NA,1,NA,3
"25843","서울","여자",62,2,3,4,2,2,2,2,2,NA,2,NA,3
"25844","대구","남자",47,2,3,3,2,2,3,2,2,NA,1,1,4
"25845","대구","여자",44,2,2,2,2,1,3,3,2,NA,1,NA,4
"25846","대구","여자",17,1,1,1,2,2,3,3,2,NA,2,NA,4
"25847","대구","남자",53,2,5,3,1,1,2,2,2,NA,1,1,4
"25848","대구","여자",48,2,4,3,2,1,2,2,2,NA,1,NA,4
"25849","대구","남자",20,1,3,1,1,1,3,3,2,NA,2,NA,4
"25850","대구","여자",78,3,1,3,2,1,4,4,2,NA,2,NA,3
"25851","대구","남자",37,2,2,3,1,2,2,2,2,NA,1,2,3
"25852","대구","여자",34,2,1,2,2,1,3,3,2,NA,2,NA,3
"25856","대구","남자",69,3,2,4,1,2,3,3,2,NA,2,NA,3
"25857","대구","남자",56,2,3,3,1,1,3,3,2,NA,1,2,5
"25858","대구","여자",53,2,3,3,2,1,2,2,2,NA,2,NA,5
"25859","대구","남자",23,1,3,3,2,1,2,3,1,5,2,NA,5
"25860","대구","남자",48,2,2,3,2,1,4,2,2,NA,1,2,8
"25861","대구","여자",45,2,1,2,2,1,4,4,2,NA,2,NA,8
"25862","대구","여자",21,1,1,1,2,1,4,4,2,NA,1,NA,8
"25863","대구","여자",20,1,2,1,2,1,3,2,2,NA,1,NA,8
"25864","대구","남자",51,2,4,4,2,1,4,2,1,4,1,2,6
"25865","대구","여자",48,2,2,2,2,2,2,2,2,NA,2,NA,6
"25866","대구","여자",20,1,3,3,2,1,2,2,2,NA,2,NA,6
"25867","대구","남자",18,1,2,2,2,1,4,3,2,NA,2,NA,6
"25868","대구","남자",49,2,4,3,2,1,2,2,2,NA,1,2,4
"25869","대구","여자",44,2,4,4,2,2,1,1,1,1,2,NA,4
"25871","대구","남자",92,2,3,3,2,1,3,3,2,NA,2,NA,4
"25872","대구","남자",46,2,1,2,2,1,4,4,2,NA,1,1,4
"25873","대구","여자",44,2,3,3,2,1,2,2,2,NA,1,NA,4
"25874","대구","여자",21,1,4,3,2,1,2,2,2,NA,2,NA,4
"25875","대구","여자",17,1,3,3,2,2,3,2,2,NA,2,NA,4
"25876","대구","남자",13,1,3,3,2,2,3,2,2,NA,2,NA,4
"25877","대구","남자",47,2,3,3,2,1,2,2,1,3,1,1,6
"25878","대구","여자",41,2,2,2,2,1,2,2,2,NA,1,NA,6
"25879","대구","남자",16,1,2,2,2,2,2,2,2,NA,2,NA,6
"25880","대구","여자",13,1,1,1,2,2,4,4,2,NA,2,NA,6
"25881","서울","남자",49,4,4,3,1,1,1,2,2,NA,1,NA,5
"25882","서울","남자",19,1,1,2,2,1,3,3,2,NA,2,NA,5
"25883","대구","남자",46,2,3,3,1,1,2,2,2,NA,1,2,6
"25884","대구","여자",40,2,3,4,2,2,2,2,2,NA,2,NA,6
"25885","대구","남자",16,1,3,3,2,2,3,3,2,NA,2,NA,6
"25886","대구","여자",15,1,3,3,2,2,3,3,2,NA,2,NA,6
"25887","대구","남자",54,2,2,3,2,1,3,2,2,NA,1,1,5
"25888","대구","여자",52,2,3,4,2,1,2,3,2,NA,1,NA,5
"25889","대구","남자",31,2,3,2,1,1,2,2,2,NA,1,NA,5
"25890","대구","여자",30,2,2,3,2,1,2,2,2,NA,2,NA,5
"25892","대구","여자",83,3,3,4,2,2,2,2,2,NA,2,NA,1
"25893","대구","남자",49,2,2,2,2,2,4,3,2,NA,1,1,3
"25894","대구","여자",43,2,2,3,2,1,3,3,2,NA,1,NA,3
"25895","대구","여자",19,1,3,2,2,1,3,3,2,NA,1,NA,3
"25896","대구","남자",14,1,2,3,2,2,3,3,2,NA,2,NA,3
"25897","대구","남자",56,4,3,3,2,1,2,2,2,NA,2,NA,1
"25898","대구","남자",51,2,5,2,2,1,1,2,2,NA,1,1,4
"25899","대구","여자",46,2,4,2,2,1,2,2,2,NA,1,NA,4
"25900","대구","여자",22,1,4,2,2,1,2,2,2,NA,2,NA,4
"25901","대구","남자",19,1,4,3,2,1,3,2,2,NA,1,NA,4
"25902","대구","남자",35,2,2,3,1,2,3,2,2,NA,1,2,4
"25903","대구","여자",34,2,2,2,2,2,2,2,2,NA,2,NA,4
"25906","대구","남자",44,2,3,3,1,1,3,3,2,NA,1,2,4
"25907","대구","여자",45,2,3,3,2,1,2,3,2,NA,2,NA,4
"25908","대구","여자",13,1,2,2,2,2,3,3,2,NA,2,NA,4
"25910","대구","남자",49,2,3,3,1,1,3,2,2,NA,1,1,4
"25911","대구","여자",44,2,3,3,2,1,2,2,2,NA,1,NA,4
"25912","대구","남자",36,2,3,3,2,1,2,2,2,NA,1,1,5
"25913","대구","여자",34,2,2,2,2,1,2,2,2,NA,1,NA,5
"25916","서울","남자",35,2,1,1,2,1,3,3,2,NA,1,1,3
"25917","서울","여자",25,2,1,1,2,1,2,2,2,NA,1,NA,3
"25919","대구","여자",63,2,2,2,2,2,3,3,2,NA,1,1,7
"25920","대구","남자",31,1,2,2,2,1,3,3,2,NA,1,NA,7
"25921","대구","남자",80,2,3,3,1,1,3,3,2,NA,2,2,1
"25922","대구","여자",73,2,4,3,2,2,2,2,2,NA,2,NA,1
"25923","대구","여자",39,1,4,4,2,2,2,2,2,NA,2,NA,1
"25924","대구","남자",39,2,3,2,2,2,3,3,2,NA,1,2,2
"25925","대구","여자",36,2,3,2,2,2,2,2,2,NA,2,NA,2
"25929","대구","남자",70,2,3,4,2,2,2,2,2,NA,2,2,2
"25930","대구","여자",68,2,3,1,2,2,3,3,2,NA,2,NA,2
"25931","대구","여자",52,2,3,2,2,2,2,2,2,NA,2,1,6
"25932","대구","남자",75,2,3,3,2,2,3,3,2,NA,2,2,2
"25933","대구","여자",70,2,3,3,2,2,2,3,2,NA,2,NA,2
"25934","대구","남자",68,2,4,2,2,1,2,2,2,NA,2,1,8
"25935","대구","여자",67,2,4,2,2,2,2,2,2,NA,1,NA,8
"25936","대구","남자",39,1,4,2,1,2,3,2,2,NA,1,NA,8
"25937","대구","남자",42,2,4,3,2,1,2,2,2,NA,1,NA,8
"25938","대구","여자",38,2,3,3,2,1,2,2,2,NA,1,NA,8
"25939","대구","남자",14,1,3,2,2,2,3,3,2,NA,2,NA,8
"25940","대구","남자",58,2,3,2,2,1,3,3,2,NA,1,1,5
"25941","대구","여자",58,2,3,2,2,2,2,3,2,NA,1,NA,5
"25942","대구","남자",29,1,3,1,2,1,3,3,2,NA,1,NA,5
"25943","대구","남자",81,2,1,2,2,2,4,3,2,NA,2,2,2
"25944","대구","여자",79,2,3,2,2,2,3,3,2,NA,2,NA,2
"25945","대구","남자",50,2,3,2,1,1,2,2,2,NA,1,2,5
"25946","대구","여자",46,2,1,3,2,1,3,3,2,NA,2,NA,5
"25947","대구","여자",20,1,1,1,2,1,3,3,2,NA,2,NA,5
"25949","서울","여자",85,3,3,4,2,2,1,1,2,NA,2,NA,1
"25950","대구","남자",72,2,3,3,2,1,3,3,2,NA,2,1,4
"25951","대구","여자",69,2,3,3,2,2,3,3,2,NA,1,NA,4
"25952","대구","남자",58,2,3,2,2,1,2,2,2,NA,1,2,5
"25953","대구","여자",59,2,3,3,2,2,1,2,2,NA,2,NA,5
"25954","대구","남자",62,2,2,2,1,1,3,3,2,NA,1,1,6
"25955","대구","여자",59,2,3,3,2,2,3,3,2,NA,1,NA,6
"25956","대구","남자",50,2,2,2,1,1,3,2,2,NA,1,1,4
"25957","대구","여자",50,2,3,2,2,1,2,2,2,NA,1,NA,4
"25959","대구","여자",52,1,2,4,2,2,2,2,2,NA,2,NA,1
"25960","대구","남자",40,2,1,2,2,2,4,3,2,NA,1,1,5
"25961","대구","여자",32,2,1,2,2,2,4,3,2,NA,1,NA,5
"25964","대구","남자",76,2,4,4,2,2,3,3,2,NA,2,1,3
"25965","대구","여자",71,2,2,4,2,2,2,2,2,NA,1,NA,3
"25966","대구","남자",46,1,4,3,1,2,2,2,2,NA,2,NA,1
"25967","대구","여자",74,3,4,3,2,2,2,2,2,NA,2,NA,1
"25968","대구","여자",63,4,2,2,1,2,3,3,2,NA,1,NA,2
"25969","대구","남자",29,1,2,2,1,1,3,3,2,NA,2,NA,2
"25970","대구","남자",55,2,3,2,2,2,3,3,2,NA,1,1,5
"25971","대구","여자",49,2,2,3,2,2,3,3,2,NA,1,NA,5
"25972","대구","남자",20,1,2,2,1,2,3,3,2,NA,2,NA,5
"25973","서울","여자",30,1,3,2,2,1,3,1,2,NA,2,NA,2
"25974","대구","남자",40,1,2,2,2,1,2,2,2,NA,1,NA,5
"25975","대구","여자",63,3,2,2,2,2,3,3,2,NA,1,NA,5
"25976","대구","남자",82,2,3,4,2,2,4,4,2,NA,2,2,1
"25977","대구","여자",83,2,3,4,2,2,4,4,2,NA,2,NA,1
"25978","대구","남자",37,2,3,3,1,1,2,2,2,NA,1,1,4
"25979","대구","여자",36,2,3,3,2,1,2,2,2,NA,1,NA,4
"25983","대구","남자",52,2,3,2,2,1,4,3,2,NA,1,1,6
"25984","대구","여자",52,2,3,3,2,1,3,3,2,NA,1,NA,6
"25985","대구","여자",25,1,2,4,2,1,3,2,2,NA,1,NA,6
"25986","대구","남자",52,2,1,2,2,1,3,3,2,NA,1,2,3
"25987","대구","여자",48,2,1,2,2,2,3,3,2,NA,2,NA,3
"25988","대구","여자",20,1,4,3,2,1,2,2,2,NA,2,NA,3
"25989","대구","남자",17,1,2,2,2,2,3,3,2,NA,2,NA,3
"25990","대구","남자",48,2,1,2,2,1,3,3,2,NA,1,1,5
"25991","대구","여자",45,2,3,2,2,1,2,2,2,NA,1,NA,5
"25992","대구","여자",21,1,3,3,2,1,2,2,2,NA,1,NA,5
"25993","대구","여자",19,1,2,2,2,1,3,3,2,NA,2,NA,5
"25995","대구","남자",80,2,4,1,2,2,3,3,2,NA,2,2,2
"25996","대구","여자",76,2,3,4,2,2,3,3,2,NA,2,NA,2
"25997","대구","남자",74,2,3,3,1,1,2,2,2,NA,1,2,2
"25998","대구","여자",61,2,3,3,2,2,2,2,2,NA,2,NA,2
"25999","대구","남자",69,2,4,4,2,1,2,2,2,NA,2,2,4
"26000","대구","여자",62,2,2,4,2,2,3,3,2,NA,2,NA,4
"26001","대구","여자",34,1,4,3,2,2,2,2,2,NA,1,NA,4
"26002","대구","남자",28,1,3,3,2,1,2,2,2,NA,2,NA,4
"26003","대구","남자",44,2,3,4,1,1,2,2,2,NA,1,2,3
"26004","대구","여자",42,2,3,3,2,2,2,2,2,NA,2,NA,3
"26005","대구","남자",14,1,3,3,2,2,2,2,2,NA,2,NA,3
"26006","서울","남자",55,1,4,3,2,1,2,2,2,NA,1,NA,3
"26007","대구","남자",60,2,3,4,2,1,3,3,2,NA,1,1,8
"26008","대구","여자",38,1,3,3,2,1,3,3,2,NA,2,NA,8
"26009","대구","남자",21,1,3,2,1,1,2,2,2,NA,2,NA,8
"26010","대구","남자",50,2,2,2,2,1,3,4,2,NA,1,1,6
"26011","대구","여자",48,2,2,3,2,1,3,2,2,NA,1,NA,6
"26012","대구","남자",22,1,2,3,2,1,3,3,2,NA,2,NA,6
"26013","대구","여자",19,1,2,2,2,2,3,2,2,NA,2,NA,6
"26014","대구","남자",50,2,1,2,2,1,3,3,2,NA,1,2,6
"26015","대구","여자",47,2,2,2,2,1,3,3,2,NA,2,NA,6
"26016","대구","남자",18,1,4,2,2,2,2,2,2,NA,2,NA,6
"26017","대구","남자",43,2,4,2,2,1,2,2,2,NA,1,1,5
"26018","대구","여자",43,2,4,3,2,1,2,2,2,NA,1,NA,5
"26021","대구","남자",73,2,3,3,2,2,3,3,2,NA,2,2,2
"26022","대구","여자",66,2,3,3,2,2,3,3,2,NA,2,NA,2
"26023","대구","남자",33,2,4,3,2,1,2,2,2,NA,1,2,4
"26024","대구","여자",32,2,4,2,2,1,1,2,2,NA,2,NA,4
"26027","대구","여자",78,3,2,2,2,2,3,3,2,NA,2,NA,2
"26028","대구","남자",42,1,3,2,2,2,3,3,2,NA,1,NA,2
"26029","대구","남자",44,2,3,3,1,1,2,2,2,NA,1,1,5
"26030","대구","여자",44,2,3,2,2,1,3,2,2,NA,1,NA,5
"26031","대구","남자",17,1,3,2,2,2,2,2,2,NA,2,NA,5
"26032","대구","여자",14,1,3,2,2,2,2,2,2,NA,2,NA,5
"26033","대구","남자",75,2,2,3,1,2,3,3,2,NA,1,2,4
"26034","대구","여자",69,2,2,3,2,2,3,3,2,NA,2,NA,4
"26035","대구","남자",47,1,3,3,1,1,3,2,2,NA,1,NA,4
"26036","대구","남자",61,2,3,3,2,1,3,3,2,NA,1,1,3
"26037","대구","여자",56,2,3,4,2,1,2,2,2,NA,1,NA,3
"26038","서울","남자",74,2,1,3,2,1,3,3,2,NA,2,2,8
"26039","서울","여자",69,2,3,4,2,2,2,2,2,NA,2,NA,8
"26040","서울","여자",20,1,2,2,2,1,4,3,2,NA,2,NA,8
"26041","대구","남자",43,2,1,2,2,1,3,3,2,NA,1,1,6
"26042","대구","여자",42,2,1,2,2,1,3,3,2,NA,1,NA,6
"26043","대구","여자",16,1,2,3,2,2,3,3,2,NA,2,NA,6
"26044","대구","남자",14,1,2,3,2,2,3,3,2,NA,2,NA,6
"26045","대구","남자",39,2,4,3,2,1,3,2,2,NA,1,1,4
"26046","대구","여자",36,2,3,3,2,1,2,2,2,NA,1,NA,4
"26047","대구","남자",54,2,3,3,1,1,2,1,2,NA,1,2,3
"26048","대구","여자",50,2,3,3,2,1,2,2,2,NA,2,NA,3
"26049","대구","여자",22,1,3,3,2,1,3,2,2,NA,2,NA,3
"26050","대구","여자",18,1,2,2,2,1,4,3,2,NA,1,NA,3
"26051","대구","여자",65,3,2,2,2,1,4,4,2,NA,2,NA,3
"26052","대구","여자",44,4,3,3,2,2,2,3,2,NA,1,NA,3
"26053","대구","여자",21,1,3,2,2,1,3,2,2,NA,2,NA,3
"26054","대구","남자",53,2,3,2,2,1,4,3,2,NA,1,1,4
"26055","대구","여자",48,2,3,3,2,1,3,3,2,NA,1,NA,4
"26056","대구","여자",23,1,4,2,2,1,2,2,1,3,2,NA,4
"26057","대구","여자",20,1,2,2,2,2,3,3,2,NA,2,NA,4
"26058","대구","남자",16,1,3,2,2,2,3,3,2,NA,2,NA,4
"26059","대구","남자",60,2,2,3,2,1,3,3,2,NA,1,2,2
"26060","대구","여자",57,2,2,2,2,1,3,3,2,NA,2,NA,2
"26061","대구","남자",63,2,4,4,2,1,3,3,2,NA,1,1,2
"26062","대구","여자",62,2,3,4,2,2,3,3,2,NA,1,NA,2
"26063","대구","남자",72,2,3,3,1,1,2,2,2,NA,2,1,1
"26064","대구","여자",65,2,3,2,2,1,3,2,2,NA,1,NA,1
"26065","대구","남자",68,2,5,4,2,1,2,1,2,NA,1,2,1
"26066","대구","여자",68,2,3,4,2,1,2,3,2,NA,2,NA,1
"26067","대구","여자",67,4,4,3,2,2,2,3,2,NA,2,NA,1
"26068","서울","남자",46,1,3,3,2,1,3,3,2,NA,1,NA,2
"26069","대구","남자",31,2,2,2,2,1,3,3,2,NA,1,1,3
"26070","대구","여자",29,2,2,2,2,2,4,3,2,NA,1,NA,3
"26071","대구","남자",30,1,4,5,1,1,4,1,1,5,1,NA,4
"26072","대구","남자",68,2,3,2,2,1,3,3,2,NA,1,2,3
"26073","대구","여자",70,2,3,4,2,2,3,3,2,NA,2,NA,3
"26074","대구","남자",47,2,2,2,2,1,3,3,2,NA,1,1,4
"26075","대구","여자",50,2,2,2,2,1,3,3,2,NA,1,NA,4
"26077","대구","남자",40,2,1,1,2,1,4,4,2,NA,1,2,3
"26078","대구","여자",30,2,1,2,2,2,4,4,2,NA,2,NA,3
"26079","대구","남자",35,2,1,1,1,1,4,3,2,NA,1,1,6
"26080","대구","여자",33,2,2,2,2,1,4,3,2,NA,1,NA,6
"26081","대구","여자",38,4,2,1,2,2,3,3,2,NA,1,NA,2
"26083","대구","남자",33,2,3,3,1,1,3,3,2,NA,1,2,3
"26084","대구","여자",32,2,3,3,2,2,3,2,2,NA,2,NA,3
"26086","대구","여자",77,3,3,5,2,2,3,3,2,NA,1,NA,1
"26087","대구","남자",62,2,4,4,1,1,2,2,2,NA,1,1,1
"26088","대구","여자",55,2,5,4,2,2,1,1,1,3,1,NA,1
"26089","서울","여자",25,1,3,2,2,1,4,2,1,1,2,NA,1
"26090","서울","남자",52,2,3,2,2,1,3,2,2,NA,1,1,7
"26091","서울","여자",48,2,3,3,2,1,2,2,2,NA,1,NA,7
"26092","서울","여자",25,1,3,4,2,2,3,2,2,NA,1,NA,7
"26093","서울","남자",21,1,2,2,2,1,3,3,2,NA,2,NA,7
"26094","대구","여자",49,2,5,4,2,2,1,1,2,NA,2,2,1
"26095","대구","남자",22,1,5,5,2,2,1,1,2,NA,2,NA,1
"26096","대구","여자",18,1,4,3,2,2,1,2,2,NA,2,NA,1
"26097","대구","남자",55,2,4,3,2,1,2,2,2,NA,2,1,2
"26098","대구","여자",54,2,4,1,2,1,2,2,2,NA,1,NA,2
"26099","대구","남자",28,1,3,2,2,1,2,2,2,NA,2,NA,2
"26100","대구","남자",52,1,3,3,1,2,3,3,2,NA,2,NA,1
"26101","대구","남자",75,2,3,4,2,1,3,3,2,NA,2,2,2
"26102","대구","여자",70,2,4,3,2,2,2,2,2,NA,2,NA,2
"26103","대구","남자",78,2,3,3,2,1,2,2,2,NA,2,2,3
"26104","대구","여자",68,2,2,4,2,2,2,2,2,NA,2,NA,3
"26105","대구","남자",61,2,2,2,2,1,3,3,2,NA,1,1,5
"26106","대구","여자",60,2,2,3,2,2,3,3,2,NA,1,NA,5
"26107","대구","남자",67,2,5,2,2,1,2,2,2,NA,2,1,2
"26108","대구","여자",64,2,2,4,2,1,2,2,2,NA,1,NA,2
"26109","대구","여자",78,3,4,4,2,2,2,2,2,NA,1,NA,1
"26110","대구","남자",36,2,2,2,1,1,4,3,2,NA,1,1,5
"26111","대구","여자",33,2,2,2,2,2,3,3,2,NA,1,NA,5
"26112","대구","남자",59,2,3,3,1,1,2,3,2,NA,1,2,3
"26113","대구","여자",54,2,3,3,2,2,2,2,1,6,2,NA,3
"26114","대구","여자",31,2,3,2,2,2,2,2,2,NA,2,NA,3
"26116","서울","남자",53,2,2,4,1,1,2,2,2,NA,1,1,6
"26117","서울","여자",51,2,2,3,2,2,3,2,2,NA,1,NA,6
"26118","서울","여자",25,1,2,3,2,1,3,3,2,NA,1,NA,6
"26119","대구","남자",41,2,3,3,1,1,3,3,2,NA,1,2,4
"26120","대구","남자",44,1,2,2,2,2,3,3,2,NA,1,NA,3
"26121","대구","남자",44,2,3,3,2,1,3,2,2,NA,1,1,5
"26122","대구","여자",42,2,3,3,2,1,2,3,2,NA,1,NA,5
"26123","대구","남자",47,4,4,2,1,1,2,2,2,NA,1,NA,3
"26124","대구","남자",75,2,3,2,2,1,3,3,2,NA,2,NA,3
"26125","대구","여자",66,2,4,2,2,2,2,2,2,NA,1,NA,3
"26126","대구","여자",69,3,3,3,2,2,3,3,2,NA,1,NA,2
"26127","대구","남자",56,4,3,4,2,2,3,3,2,NA,1,NA,3
"26128","대구","여자",66,1,4,4,1,1,2,2,2,NA,2,NA,1
"26129","대구","남자",63,1,4,3,2,2,2,2,2,NA,1,NA,1
"26130","대구","남자",41,2,5,3,2,1,1,2,2,NA,1,2,2
"26131","대구","여자",39,2,3,1,2,1,2,2,1,6,2,NA,2
"26135","대구","여자",52,4,3,2,2,2,3,2,2,NA,1,NA,2
"26136","대구","여자",42,2,1,1,2,2,4,3,2,NA,1,1,4
"26137","서울","여자",58,4,3,3,1,1,3,1,2,NA,1,NA,2
"26138","서울","남자",36,1,3,3,1,1,4,3,2,NA,1,NA,2
"26139","대구","남자",54,4,4,4,2,1,3,2,2,NA,1,NA,2
"26140","대구","남자",29,1,4,2,2,1,2,2,2,NA,2,NA,2
"26141","대구","남자",63,2,3,3,2,1,3,2,2,NA,1,2,2
"26142","대구","여자",58,2,3,3,2,2,3,3,2,NA,2,NA,2
"26143","대구","남자",57,2,3,3,1,2,3,2,2,NA,1,2,2
"26144","대구","여자",47,2,4,4,2,2,2,2,1,1,2,NA,2
"26145","대구","여자",16,1,2,2,2,2,3,3,2,NA,2,NA,2
"26146","대구","남자",14,1,3,2,2,2,3,3,2,NA,2,NA,2
"26147","대구","남자",53,3,4,2,1,1,3,2,2,NA,1,NA,2
"26148","대구","남자",21,1,3,2,2,1,4,3,2,NA,2,NA,2
"26149","대구","여자",83,3,3,4,2,2,3,3,2,NA,2,NA,1
"26150","대구","남자",56,2,4,3,2,1,2,2,1,1,1,1,2
"26151","대구","여자",51,2,4,3,2,1,2,2,2,NA,1,NA,2
"26152","대구","여자",27,1,4,3,2,1,3,2,2,NA,1,NA,2
"26153","대구","남자",61,2,4,3,1,1,2,2,2,NA,1,1,2
"26154","대구","여자",57,2,3,4,2,2,3,3,2,NA,1,NA,2
"26155","대구","여자",78,3,3,3,2,2,3,3,2,NA,2,NA,1
