"","거주지","성별","나이","혼인상태","주관적만족감","건강평가","흡연여부","음주여부","가정생활스트레스","일상생활스트레스","자살충동여부","자살충동이유","본인경제활동여부","배우자경제활동여부","가구소득"
"5351","충북","남자",68,2,3,2,2,2,2,2,2,NA,1,1,1
"5352","충북","여자",62,2,3,3,2,2,2,2,2,NA,1,NA,1
"5353","충북","남자",74,2,2,2,2,1,3,3,2,NA,1,1,1
"5354","충북","여자",75,2,2,2,2,1,3,3,2,NA,1,NA,1
"5355","충북","남자",78,2,1,2,2,1,3,3,2,NA,2,2,1
"5356","충북","여자",76,2,1,1,2,2,3,3,2,NA,2,NA,1
"5357","서울","남자",63,2,3,4,2,1,1,2,2,NA,1,2,3
"5358","충북","남자",78,2,2,2,2,2,2,2,1,3,2,2,1
"5359","충북","여자",71,2,1,3,2,2,2,2,1,3,2,NA,1
"5360","충북","남자",57,2,1,3,1,2,1,1,2,NA,1,1,2
"5361","충북","여자",55,2,5,4,2,2,1,1,2,NA,1,NA,2
"5362","충북","남자",26,1,3,3,1,2,1,1,2,NA,2,NA,2
"5363","충북","남자",73,2,2,2,2,1,3,3,2,NA,1,1,1
"5364","충북","여자",69,2,1,2,2,2,3,3,2,NA,1,NA,1
"5365","충북","남자",61,2,3,3,2,1,3,3,2,NA,1,1,3
"5366","충북","여자",59,2,2,3,2,2,2,2,2,NA,1,NA,3
"5367","충북","남자",56,2,2,3,2,1,3,3,2,NA,1,1,3
"5368","충북","여자",58,2,3,3,2,1,2,2,2,NA,1,NA,3
"5369","충북","남자",45,2,3,2,1,1,2,2,2,NA,1,1,7
"5370","충북","여자",44,2,2,3,2,2,2,2,2,NA,1,NA,7
"5373","충북","여자",82,3,3,3,2,1,3,3,2,NA,2,NA,1
"5374","충북","여자",69,3,2,3,2,1,3,3,2,NA,2,NA,1
"5375","충북","남자",75,2,2,3,2,2,3,3,2,NA,2,2,1
"5376","충북","여자",70,2,2,1,2,2,3,3,2,NA,2,NA,1
"5377","충북","남자",40,1,4,3,1,1,1,1,2,NA,2,NA,1
"5378","충북","남자",60,2,3,3,1,2,2,2,2,NA,1,1,1
"5379","충북","여자",61,2,3,3,2,2,3,3,2,NA,1,NA,1
"5380","서울","남자",55,2,2,2,1,1,3,3,2,NA,1,1,5
"5381","서울","여자",55,2,3,3,2,1,3,3,2,NA,1,NA,5
"5382","서울","남자",32,1,3,3,2,1,3,3,2,NA,1,NA,5
"5383","충북","남자",64,2,3,3,2,1,3,3,2,NA,1,1,3
"5384","충북","여자",56,2,5,3,2,2,2,2,2,NA,1,NA,3
"5385","충북","여자",79,3,5,4,2,2,3,3,2,NA,2,NA,1
"5386","충북","남자",74,2,2,3,2,2,3,3,2,NA,2,2,3
"5387","충북","여자",64,2,2,3,2,2,2,2,2,NA,2,NA,3
"5388","충북","남자",45,1,2,2,1,1,4,4,2,NA,1,NA,3
"5389","충북","남자",73,2,4,2,1,2,2,2,1,1,1,1,1
"5390","충북","여자",71,2,4,2,2,2,2,2,1,1,1,NA,1
"5391","충북","남자",87,3,3,4,2,1,3,3,2,NA,2,NA,1
"5392","충북","남자",31,1,3,1,1,1,2,2,2,NA,1,NA,2
"5393","충북","여자",59,3,4,3,1,1,1,2,1,1,2,NA,2
"5394","충북","남자",77,2,1,2,2,2,4,4,2,NA,2,2,5
"5395","충북","여자",76,2,1,2,2,1,3,3,2,NA,2,NA,5
"5396","충북","남자",43,1,2,2,2,1,3,3,2,NA,1,NA,5
"5397","충북","여자",62,2,1,1,2,1,4,3,2,NA,1,1,8
"5398","충북","남자",76,3,3,4,2,2,2,2,2,NA,1,NA,1
"5399","충북","남자",67,2,4,2,2,2,2,3,2,NA,1,2,1
"5400","충북","여자",62,2,4,5,2,2,3,3,1,3,2,NA,1
"5401","서울","남자",68,2,1,2,2,1,3,3,2,NA,1,2,5
"5402","서울","여자",67,2,3,3,2,2,3,3,2,NA,2,NA,5
"5403","충북","남자",64,2,3,3,1,1,2,2,2,NA,1,2,2
"5404","충북","여자",59,2,4,4,2,2,2,2,1,3,2,NA,2
"5405","충북","남자",70,2,2,2,2,1,3,3,2,NA,2,2,2
"5406","충북","여자",68,2,2,4,2,2,3,3,2,NA,2,NA,2
"5407","충북","여자",72,3,2,3,2,2,4,4,2,NA,2,NA,2
"5408","충북","남자",61,2,3,4,2,1,2,2,1,3,1,1,3
"5409","충북","여자",55,2,3,4,2,1,2,2,1,3,1,NA,3
"5410","충북","남자",62,2,4,3,1,2,2,2,2,NA,1,1,4
"5411","충북","여자",62,2,3,2,2,1,2,3,2,NA,1,NA,4
"5412","충북","여자",51,2,2,3,2,1,2,2,2,NA,1,1,4
"5413","충북","여자",55,4,4,3,2,1,1,1,1,2,1,NA,3
"5414","충북","남자",20,1,3,2,2,1,2,2,2,NA,1,NA,2
"5415","충북","남자",59,2,4,3,2,1,3,2,2,NA,1,2,2
"5416","충북","남자",77,2,1,4,2,2,2,2,2,NA,1,1,2
"5417","충북","여자",80,2,2,5,2,2,3,2,2,NA,1,NA,2
"5418","서울","여자",52,2,3,3,2,1,3,3,2,NA,1,1,2
"5419","충북","남자",61,2,3,4,2,1,2,2,1,3,1,1,6
"5420","충북","여자",56,2,1,2,2,1,2,2,2,NA,1,NA,6
"5421","충북","여자",68,2,4,4,2,2,2,2,2,NA,1,2,2
"5422","충북","남자",79,3,2,3,2,1,3,2,2,NA,2,NA,2
"5423","충북","여자",47,2,3,3,2,1,2,2,2,NA,1,NA,2
"5424","충북","남자",15,1,2,2,2,2,3,3,2,NA,2,NA,2
"5425","충북","여자",68,4,3,4,2,1,1,1,2,NA,1,NA,2
"5426","충북","여자",61,3,4,3,2,2,3,2,2,NA,1,NA,3
"5427","충북","남자",53,4,4,3,1,1,2,2,2,NA,1,NA,3
"5428","충북","남자",49,4,4,3,2,2,1,2,2,NA,2,NA,3
"5429","충북","남자",34,1,4,4,2,2,2,2,2,NA,1,NA,3
"5430","충북","남자",75,2,3,2,1,1,2,2,2,NA,2,2,1
"5431","충북","여자",71,2,4,4,2,1,2,2,2,NA,2,NA,1
"5432","충북","여자",67,4,2,3,2,2,2,2,2,NA,1,NA,2
"5433","충북","여자",58,3,2,3,2,2,3,2,2,NA,1,NA,1
"5434","충북","남자",75,2,1,3,2,1,4,4,2,NA,1,2,1
"5435","충북","여자",76,2,1,3,2,2,4,4,2,NA,2,NA,1
"5436","충북","남자",72,2,4,4,2,2,2,2,2,NA,1,2,1
"5437","충북","여자",72,2,3,3,2,2,2,2,2,NA,2,NA,1
"5438","서울","남자",50,2,3,3,1,1,4,4,2,NA,2,1,3
"5439","서울","여자",25,1,2,2,2,2,3,2,2,NA,1,NA,3
"5440","충북","남자",55,4,2,1,2,1,3,3,2,NA,1,NA,4
"5441","충북","남자",57,2,3,3,1,1,2,2,2,NA,1,1,6
"5442","충북","여자",51,2,3,3,2,1,3,2,2,NA,1,NA,6
"5443","충북","여자",27,1,3,3,2,1,2,2,2,NA,1,NA,6
"5444","충북","남자",26,1,3,2,1,1,4,4,2,NA,1,NA,6
"5445","충북","여자",69,3,4,4,2,2,2,2,2,NA,1,NA,1
"5446","충북","남자",78,2,3,4,2,1,3,3,2,NA,2,2,1
"5447","충북","여자",73,2,3,4,2,1,3,3,2,NA,2,NA,1
"5448","충북","남자",65,2,2,2,2,1,3,2,2,NA,1,1,8
"5449","충북","여자",61,2,1,1,2,2,3,2,2,NA,1,NA,8
"5450","충북","여자",36,1,1,1,2,1,3,3,2,NA,1,NA,8
"5451","충북","남자",33,1,2,2,1,1,3,3,2,NA,1,NA,8
"5452","충북","여자",80,3,3,4,2,1,3,2,2,NA,2,NA,1
"5453","충북","남자",58,2,3,4,1,1,2,2,2,NA,1,1,2
"5454","충북","여자",67,2,3,4,2,1,2,2,2,NA,1,NA,2
"5455","충북","남자",50,4,4,3,1,1,2,2,2,NA,1,NA,2
"5456","충북","여자",75,3,3,4,2,2,2,2,2,NA,2,NA,1
"5457","충북","남자",46,2,1,2,2,1,3,3,2,NA,1,1,5
"5458","충북","여자",45,2,2,3,2,1,2,2,2,NA,1,NA,5
"5459","서울","여자",36,1,2,2,2,1,3,3,2,NA,2,NA,2
"5460","서울","남자",35,2,4,2,1,1,2,2,2,NA,1,1,5
"5461","서울","여자",30,2,5,3,2,2,1,2,2,NA,1,NA,5
"5462","충북","남자",61,2,3,3,2,2,2,3,2,NA,1,1,2
"5463","충북","여자",56,2,4,3,2,1,1,2,2,NA,1,NA,2
"5464","충북","여자",74,3,5,5,1,1,1,1,2,NA,2,NA,1
"5465","충북","여자",80,3,3,4,2,2,3,3,2,NA,2,NA,1
"5466","충북","남자",62,2,4,4,2,1,3,2,2,NA,1,1,2
"5467","충북","여자",61,2,3,4,2,1,2,2,2,NA,1,NA,2
"5468","충북","남자",52,2,4,5,1,1,4,3,2,NA,2,1,2
"5469","충북","여자",46,2,3,3,2,1,2,2,2,NA,1,NA,2
"5470","충북","여자",87,3,4,5,2,1,2,2,2,NA,2,NA,1
"5471","충북","남자",45,2,1,2,1,1,3,3,2,NA,1,1,5
"5472","충북","여자",42,2,1,1,2,1,4,4,2,NA,1,NA,5
"5473","충북","남자",67,2,1,1,2,1,2,3,2,NA,2,1,2
"5474","충북","여자",69,3,4,4,2,2,3,3,2,NA,2,NA,2
"5475","충북","남자",78,2,3,1,2,2,3,3,2,NA,1,2,1
"5476","충북","여자",76,2,3,4,2,2,1,1,2,NA,2,NA,1
"5477","서울","남자",60,4,4,3,1,2,2,2,2,NA,1,NA,3
"5478","충북","남자",56,2,1,3,1,1,4,4,2,NA,1,1,2
"5479","충북","여자",51,2,3,2,2,1,2,2,2,NA,1,NA,2
"5480","충북","남자",28,1,2,2,1,1,4,4,2,NA,1,NA,2
"5481","충북","남자",70,2,3,4,2,1,2,2,2,NA,2,2,1
"5482","충북","여자",67,2,2,4,2,1,2,2,2,NA,2,NA,1
"5483","충북","남자",85,3,2,2,2,1,4,4,2,NA,2,NA,1
"5484","충북","남자",76,2,3,2,1,1,2,2,2,NA,1,1,1
"5485","충북","여자",77,2,1,4,2,1,4,4,2,NA,1,NA,1
"5486","충북","남자",65,2,4,4,2,2,2,2,2,NA,1,1,1
"5487","충북","남자",79,2,3,3,2,1,2,2,2,NA,1,1,1
"5488","충북","여자",69,2,3,3,2,1,2,2,2,NA,1,NA,1
"5489","충북","남자",74,2,2,3,2,1,2,2,2,NA,1,1,1
"5490","충북","여자",72,2,3,2,2,1,2,2,2,NA,1,NA,1
"5491","충북","여자",74,3,4,5,2,2,2,2,2,NA,1,NA,1
"5492","충북","여자",56,2,4,1,2,1,2,2,2,NA,1,2,2
"5493","충북","남자",30,1,2,2,1,1,4,4,2,NA,1,NA,2
"5494","충북","여자",71,3,2,4,2,1,4,3,2,NA,1,NA,1
"5495","서울","남자",53,2,2,2,2,2,4,3,2,NA,2,1,4
"5496","서울","여자",53,2,2,2,2,1,3,3,2,NA,1,NA,4
"5497","충북","남자",57,2,4,3,2,2,2,2,2,NA,1,2,4
"5498","충북","여자",58,2,3,3,2,2,2,2,2,NA,2,NA,4
"5499","충북","여자",23,1,2,2,2,1,3,3,2,NA,1,NA,4
"5500","충북","남자",60,3,3,4,2,2,2,2,1,6,2,NA,1
"5501","충북","남자",82,2,2,2,2,1,3,3,2,NA,2,2,2
"5502","충북","여자",69,2,2,2,2,1,3,3,2,NA,2,NA,2
"5503","충북","남자",66,2,3,2,2,1,2,2,2,NA,2,2,1
"5504","충북","여자",58,2,4,2,2,1,3,3,2,NA,2,NA,1
"5505","충북","남자",47,2,2,2,1,1,2,1,2,NA,1,1,6
"5506","충북","여자",47,2,2,2,2,1,3,2,2,NA,1,NA,6
"5507","충북","남자",48,2,2,3,1,1,3,2,2,NA,1,1,5
"5508","충북","여자",47,2,2,2,2,1,2,2,2,NA,1,NA,5
"5509","충북","남자",23,1,2,2,2,1,2,2,2,NA,2,NA,5
"5510","충북","여자",18,1,1,2,2,2,4,3,2,NA,2,NA,5
"5511","충북","여자",43,2,2,1,2,2,2,2,2,NA,1,1,3
"5512","충북","남자",37,2,2,1,2,1,3,2,2,NA,1,NA,3
"5513","충북","여자",73,3,2,2,2,2,3,3,2,NA,2,NA,3
"5515","충북","남자",87,2,2,5,2,2,3,3,2,NA,2,2,1
"5516","충북","여자",79,2,2,5,2,2,3,3,2,NA,2,NA,1
"5517","충북","여자",75,3,3,4,2,1,4,4,2,NA,2,NA,1
"5518","충북","남자",74,2,4,3,1,1,3,2,2,NA,1,2,1
"5519","충북","여자",72,2,3,2,2,2,3,3,2,NA,2,NA,1
"5520","서울","여자",68,3,4,3,2,2,3,3,2,NA,1,NA,1
"5521","충북","여자",54,4,4,2,2,2,2,2,2,NA,1,NA,2
"5522","충북","여자",69,3,1,2,2,1,4,3,2,NA,2,NA,1
"5523","충북","여자",70,2,4,4,2,2,2,2,1,1,1,2,1
"5524","충북","남자",70,2,2,2,2,1,2,2,2,NA,2,2,1
"5525","충북","남자",76,2,1,3,2,2,3,3,2,NA,2,2,1
"5526","충북","여자",73,2,1,4,2,2,4,4,2,NA,2,NA,1
"5527","충북","남자",52,4,2,1,1,1,2,2,2,NA,1,NA,2
"5528","충북","남자",46,2,3,3,1,1,2,2,2,NA,1,1,2
"5529","충북","여자",40,2,3,3,2,1,2,1,2,NA,1,NA,2
"5532","충북","남자",57,2,3,3,2,1,2,2,2,NA,1,1,3
"5533","충북","여자",52,2,3,1,2,1,2,2,2,NA,1,NA,3
"5534","충북","여자",27,1,4,3,2,1,2,1,1,4,2,NA,3
"5535","충북","남자",23,1,3,2,1,1,3,3,2,NA,1,NA,3
"5536","충북","남자",45,2,4,4,2,2,1,1,2,NA,1,2,2
"5537","충북","여자",46,2,2,2,2,2,2,2,2,NA,2,NA,2
"5538","충북","여자",15,1,4,3,2,2,2,2,2,NA,2,NA,2
"5539","충북","남자",37,2,1,2,2,1,3,3,2,NA,2,1,4
"5540","충북","여자",36,2,1,3,2,1,2,1,2,NA,1,NA,4
"5541","서울","남자",62,1,3,3,1,1,4,3,1,5,2,NA,2
"5542","충북","남자",74,2,2,4,2,2,3,3,2,NA,2,2,1
"5543","충북","여자",70,2,1,1,2,2,3,3,2,NA,2,NA,1
"5544","충북","여자",26,3,2,2,2,1,2,2,2,NA,1,NA,2
"5546","충북","남자",75,2,2,2,2,2,3,3,2,NA,2,2,1
"5547","충북","여자",67,2,4,4,2,2,3,3,2,NA,2,NA,1
"5548","충북","남자",50,4,2,1,1,1,4,3,2,NA,1,NA,2
"5549","충북","남자",80,2,2,2,2,2,4,4,2,NA,1,1,3
"5550","충북","여자",66,2,4,2,2,2,2,2,2,NA,1,NA,3
"5551","충북","남자",53,2,3,3,1,2,2,2,2,NA,1,1,4
"5552","충북","여자",52,2,4,3,2,1,1,1,1,6,1,NA,4
"5553","충북","남자",21,1,3,2,2,1,2,2,2,NA,1,NA,4
"5554","충북","남자",72,2,2,2,2,1,4,4,2,NA,2,1,1
"5555","충북","여자",73,2,2,3,2,2,3,3,2,NA,1,NA,1
"5556","충북","여자",44,1,2,2,1,1,2,2,2,NA,1,NA,1
"5557","충북","여자",77,3,4,4,2,2,1,1,1,1,1,NA,1
"5558","충북","여자",89,2,4,4,2,2,1,2,2,NA,1,2,1
"5559","충북","남자",62,2,3,4,2,1,1,1,1,5,2,1,2
"5560","충북","여자",59,2,3,5,1,1,1,1,1,5,1,NA,2
"5561","서울","남자",37,2,3,2,1,1,3,2,2,NA,1,2,4
"5562","서울","여자",33,2,3,2,2,1,2,2,2,NA,2,NA,4
"5565","충북","여자",55,4,5,4,1,1,1,1,1,1,1,NA,2
"5566","충북","남자",52,2,2,2,1,1,3,2,2,NA,1,1,2
"5567","충북","여자",51,2,3,3,2,1,3,3,2,NA,1,NA,2
"5568","충북","남자",46,2,2,2,2,2,3,3,2,NA,1,2,1
"5569","충북","여자",39,2,1,2,2,2,3,3,2,NA,2,NA,1
"5570","충북","남자",17,1,2,2,2,2,3,3,2,NA,2,NA,1
"5571","충북","남자",14,1,2,3,2,2,3,3,2,NA,2,NA,1
"5573","충북","남자",52,2,2,2,1,1,3,2,2,NA,1,1,8
"5574","충북","여자",50,2,2,2,2,2,3,2,2,NA,1,NA,8
"5575","충북","여자",26,1,2,1,2,2,3,2,2,NA,1,NA,8
"5576","충북","남자",23,1,3,2,2,2,4,4,2,NA,1,NA,8
"5577","충북","남자",50,2,1,2,2,2,2,2,2,NA,1,1,8
"5578","충북","여자",42,2,1,1,2,1,3,3,2,NA,1,NA,8
"5579","충북","여자",17,1,3,1,2,2,3,3,2,NA,2,NA,8
"5580","충북","남자",45,2,3,3,1,1,3,3,2,NA,1,1,3
"5581","충북","여자",45,2,3,2,2,1,2,2,2,NA,1,NA,3
"5582","충북","남자",15,1,2,1,2,2,4,3,2,NA,2,NA,3
"5583","충북","남자",26,1,3,3,1,1,3,2,1,7,1,NA,3
"5584","충북","여자",67,3,5,4,2,2,3,1,2,NA,1,NA,2
"5585","충북","남자",82,3,2,3,2,2,4,4,2,NA,2,NA,1
"5586","충북","남자",66,2,3,3,2,1,2,2,2,NA,1,1,2
"5587","서울","남자",42,1,1,2,2,1,4,2,2,NA,1,NA,3
"5588","충북","남자",63,1,3,2,1,1,3,3,2,NA,1,NA,3
"5589","충북","여자",85,3,4,3,2,2,2,2,2,NA,2,NA,3
"5590","충북","여자",38,1,3,2,2,1,4,1,2,NA,1,NA,2
"5591","충북","여자",52,2,4,2,2,2,3,2,2,NA,1,1,3
"5592","충북","남자",27,1,3,3,1,2,4,1,1,5,2,NA,3
"5593","충북","남자",39,1,4,3,2,1,3,3,2,NA,1,NA,3
"5594","충북","남자",44,2,4,2,1,1,4,3,2,NA,1,2,3
"5595","충북","여자",35,2,1,2,2,1,3,3,2,NA,2,NA,3
"5597","충북","남자",34,2,4,3,1,1,3,2,2,NA,1,1,6
"5598","충북","여자",28,2,2,2,2,2,3,2,2,NA,1,NA,6
"5600","충북","여자",86,3,5,2,2,2,4,4,2,NA,2,NA,1
"5601","충북","남자",51,2,2,2,2,2,3,2,2,NA,1,1,3
"5602","충북","여자",50,2,2,2,2,2,3,3,2,NA,1,NA,3
"5603","충북","남자",13,1,3,1,2,2,3,3,2,NA,2,NA,3
"5604","충북","여자",75,4,2,4,2,2,3,3,2,NA,2,NA,1
"5605","충북","여자",70,3,3,3,2,1,3,3,2,NA,1,NA,2
"5606","서울","남자",57,2,3,3,1,1,2,2,2,NA,1,2,5
"5607","서울","여자",53,2,4,5,2,2,3,3,2,NA,2,NA,5
"5608","서울","남자",27,1,3,2,1,1,3,3,2,NA,1,NA,5
"5609","서울","여자",25,1,4,2,2,1,3,2,2,NA,1,NA,5
"5610","충북","남자",62,2,3,2,2,1,3,3,2,NA,1,1,2
"5611","충북","여자",50,2,2,2,2,2,3,3,2,NA,1,NA,2
"5612","충북","여자",80,3,3,4,2,1,3,3,2,NA,2,NA,2
"5613","충북","여자",57,2,4,4,2,1,3,3,2,NA,2,1,2
"5614","충북","여자",66,3,4,4,2,2,2,2,2,NA,2,NA,1
"5615","충북","여자",82,3,3,4,2,2,3,3,2,NA,2,NA,1
"5616","충북","남자",82,2,3,4,2,1,3,3,2,NA,2,2,1
"5617","충북","여자",79,2,3,4,2,2,3,3,2,NA,2,NA,1
"5618","충북","여자",85,3,3,4,2,1,3,3,2,NA,2,NA,1
"5619","충북","남자",45,2,2,3,2,1,3,3,2,NA,1,2,2
"5620","충북","여자",39,2,2,3,2,1,3,3,2,NA,2,NA,2
"5622","충북","남자",73,2,3,4,1,1,3,3,2,NA,1,1,1
"5623","충북","여자",67,2,4,4,2,2,2,2,2,NA,1,NA,1
"5624","충북","남자",39,1,4,2,1,1,3,3,2,NA,2,NA,1
"5625","충북","여자",71,4,3,4,2,1,3,3,2,NA,1,NA,2
"5626","충북","남자",39,1,4,2,2,1,3,3,2,NA,2,NA,2
"5627","충북","남자",70,2,3,2,1,2,3,2,2,NA,1,1,4
"5628","충북","여자",65,2,4,4,2,2,3,2,2,NA,1,NA,4
"5629","서울","남자",39,2,2,3,2,2,3,2,2,NA,1,1,6
"5630","서울","여자",36,2,3,3,2,1,3,2,2,NA,1,NA,6
"5632","충북","남자",57,4,3,1,1,2,3,3,2,NA,1,NA,1
"5633","충북","남자",71,3,3,3,2,2,3,3,2,NA,1,NA,1
"5634","충북","여자",76,3,3,3,2,2,3,3,2,NA,2,NA,1
"5635","충북","여자",77,3,3,4,2,2,2,2,2,NA,2,NA,1
"5636","충북","남자",47,4,3,2,1,1,3,3,2,NA,1,NA,3
"5637","충북","남자",79,2,2,2,2,2,3,3,2,NA,1,1,2
"5638","충북","여자",76,2,2,3,2,2,3,3,2,NA,1,NA,2
"5639","충북","남자",63,2,3,2,2,1,3,3,2,NA,1,1,6
"5640","충북","남자",52,4,4,3,1,1,2,2,2,NA,1,NA,2
"5641","충북","여자",69,2,4,4,2,2,2,2,2,NA,2,2,2
"5642","충북","여자",72,3,5,5,2,2,1,1,2,NA,2,NA,1
"5643","충북","남자",46,1,5,5,2,2,1,1,1,3,2,NA,1
"5644","서울","남자",39,2,2,2,2,1,2,2,2,NA,1,1,3
"5645","서울","여자",31,2,2,2,2,1,1,2,2,NA,1,NA,3
"5648","충북","여자",65,3,3,4,1,2,2,2,2,NA,2,NA,1
"5649","충북","남자",43,1,4,2,1,1,2,2,2,NA,1,NA,2
"5650","충북","여자",71,3,3,4,2,2,2,2,2,NA,2,NA,2
"5651","충북","남자",80,2,3,4,2,2,3,3,2,NA,1,1,2
"5652","충북","여자",66,2,3,3,2,2,3,3,2,NA,1,NA,2
"5653","충북","남자",65,2,4,4,2,1,2,2,2,NA,2,1,1
"5654","충북","여자",79,3,2,3,2,2,3,3,2,NA,1,NA,1
"5655","충북","여자",85,3,4,5,2,2,2,2,2,NA,2,NA,1
"5656","충북","남자",79,2,3,4,2,1,3,3,2,NA,1,1,2
"5657","충북","여자",80,2,3,4,2,1,2,2,2,NA,1,NA,2
"5658","충북","남자",53,2,3,2,1,1,3,3,2,NA,1,2,3
"5659","충북","여자",51,2,3,2,2,2,2,3,2,NA,2,NA,3
"5660","충북","남자",57,2,3,3,1,1,3,3,2,NA,1,1,5
"5661","충북","여자",77,3,3,4,2,2,3,3,2,NA,2,NA,5
"5662","충북","남자",82,2,3,3,2,1,3,3,2,NA,1,1,2
"5663","충북","여자",76,2,3,3,2,2,3,3,2,NA,1,NA,2
"5664","서울","남자",71,3,2,2,2,1,4,4,2,NA,1,NA,2
"5665","서울","남자",41,1,4,2,2,1,3,3,2,NA,1,NA,8
"5666","충북","남자",62,2,2,3,2,1,2,2,2,NA,2,1,3
"5667","충북","남자",75,2,4,4,2,1,3,2,2,NA,1,1,2
"5668","충북","여자",77,2,4,4,2,2,2,2,2,NA,1,NA,2
"5669","충북","남자",76,2,3,4,2,1,3,3,2,NA,1,2,3
"5670","충북","여자",79,2,4,4,2,2,3,3,2,NA,2,NA,3
"5671","충북","남자",52,4,3,4,2,1,2,2,2,NA,1,NA,3
"5672","충북","남자",16,1,3,2,2,2,2,3,2,NA,2,NA,3
"5674","충북","남자",60,2,2,4,1,2,3,2,2,NA,1,1,4
"5675","충북","여자",58,2,2,4,2,2,3,2,2,NA,1,NA,4
"5676","충북","남자",34,4,2,2,2,2,3,2,2,NA,1,NA,4
"5677","충북","남자",56,2,3,3,1,1,3,3,2,NA,1,2,5
"5678","충북","여자",51,2,3,3,2,1,2,2,2,NA,2,NA,5
"5679","충북","남자",47,2,3,2,1,1,3,3,2,NA,1,2,3
"5680","충북","여자",41,2,4,4,2,2,3,2,2,NA,1,2,2
"5682","충북","여자",56,2,3,2,2,1,3,3,2,NA,1,1,3
"5683","충북","여자",56,2,2,3,2,2,3,3,2,NA,1,2,2
"5684","충북","남자",50,2,2,2,1,1,3,2,2,NA,2,1,1
"5685","서울","남자",37,2,3,2,1,1,3,2,2,NA,1,2,2
"5686","서울","여자",36,2,2,2,2,1,2,3,2,NA,2,NA,2
"5689","충북","남자",52,4,3,2,1,1,3,3,2,NA,1,NA,3
"5690","충북","남자",70,2,3,4,1,2,2,3,2,NA,1,1,1
"5691","충북","여자",70,2,3,4,2,2,3,3,2,NA,1,NA,1
"5692","충북","남자",48,2,2,3,1,1,3,3,2,NA,1,1,3
"5693","충북","남자",64,2,3,3,1,1,3,3,2,NA,1,1,2
"5694","충북","남자",24,1,3,3,1,1,2,2,2,NA,1,NA,3
"5695","충북","남자",54,2,2,3,2,1,3,3,2,NA,1,1,4
"5696","충북","남자",40,2,3,3,2,1,3,2,2,NA,2,1,4
"5697","충북","여자",36,2,2,2,2,2,2,2,2,NA,1,NA,4
"5700","충북","남자",40,2,3,3,2,1,2,2,2,NA,1,2,4
"5701","충북","여자",36,2,2,2,2,2,1,1,2,NA,2,NA,4
"5704","충북","남자",53,2,4,3,2,1,2,3,1,1,2,1,2
"5705","충북","여자",47,2,3,3,2,2,2,2,2,NA,1,NA,2
"5706","충북","남자",24,1,3,2,2,2,3,3,1,4,2,NA,2
"5707","충북","남자",43,1,3,3,2,1,3,2,2,NA,1,NA,3
"5708","충북","여자",61,3,3,3,2,1,3,2,2,NA,1,NA,3
"5709","서울","남자",71,3,4,2,2,1,2,2,2,NA,2,NA,1
"5710","충북","남자",37,2,2,3,1,1,2,2,2,NA,1,2,4
"5711","충북","여자",35,2,2,3,2,2,3,3,2,NA,2,NA,4
"5714","충북","남자",67,2,1,1,2,1,3,3,2,NA,2,1,4
"5715","충북","남자",53,2,3,3,2,2,3,3,2,NA,1,1,4
"5716","충북","여자",48,2,3,2,2,1,3,3,2,NA,1,NA,4
"5717","충북","여자",23,1,3,2,2,2,3,3,2,NA,2,NA,4
"5718","충북","남자",35,2,2,2,2,1,3,3,2,NA,1,1,5
"5719","충북","여자",33,2,2,2,2,1,3,3,2,NA,1,NA,5
"5722","충북","남자",51,2,1,3,1,1,3,3,2,NA,1,2,6
"5723","충북","여자",50,2,1,2,2,1,4,3,2,NA,2,NA,6
"5724","충북","남자",27,1,3,1,2,1,3,3,2,NA,2,NA,6
"5725","충북","남자",57,2,3,3,2,1,3,2,2,NA,1,1,2
"5726","충북","여자",42,2,1,3,2,2,1,3,2,NA,1,NA,2
"5727","충북","남자",77,2,2,4,2,2,2,2,2,NA,2,1,1
"5728","충북","여자",75,2,2,4,2,2,2,2,2,NA,1,NA,1
"5729","충북","남자",39,2,3,3,2,1,3,2,2,NA,1,2,4
"5730","충북","여자",31,2,2,2,2,1,3,3,2,NA,2,NA,4
"5733","충북","남자",45,2,4,1,2,2,3,2,2,NA,2,2,3
"5734","충북","여자",42,2,3,2,2,1,3,3,2,NA,2,NA,3
"5737","충북","남자",46,2,3,3,2,1,3,3,2,NA,1,1,5
"5738","충북","여자",42,2,3,2,2,1,1,2,2,NA,1,NA,5
"5739","충북","여자",81,3,3,3,2,2,3,3,2,NA,2,NA,5
"5743","서울","여자",77,1,4,2,2,2,2,3,2,NA,2,NA,1
"5744","충북","남자",44,2,4,2,1,1,3,3,2,NA,1,2,4
"5745","충북","여자",44,2,2,2,2,1,2,4,2,NA,2,NA,4
"5748","충북","남자",47,2,3,3,2,1,3,2,2,NA,1,1,8
"5749","충북","여자",48,2,3,3,2,2,3,3,2,NA,1,NA,8
"5750","충북","여자",22,1,2,2,2,1,4,3,2,NA,1,NA,8
"5751","충북","남자",40,2,3,2,1,1,3,3,2,NA,1,2,4
"5752","충북","여자",40,2,3,2,2,1,2,2,2,NA,2,NA,4
"5756","충북","남자",35,2,3,3,2,1,1,1,2,NA,1,1,5
"5757","충북","여자",35,2,2,2,2,1,1,2,2,NA,1,NA,5
"5760","충북","남자",32,2,2,2,1,1,3,2,2,NA,1,2,1
"5761","충북","여자",31,2,2,2,2,1,3,3,2,NA,2,NA,1
